
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Dama-2014Non-restoration	10500.00	21	140.0000	0	0.00000	17.046	72.57	7.7272	71.405	24.56
Dama-2015Non-restoration	10500.00	21	140.0000	1	1.1817	1.1873	100.47	0.28012	4.9852	24.56
Dama-2016Non-restoration	11500.00	23	140.0000	0	0.00000	-	-	-	-	-
EHpO-2015Non-restoration	19000.00	38	140.0000	0	0.00000	6.4089	26.84	15.327	37.194	43.63
EHpO-2016Non-restoration	25000.00	50	140.0000	1	0.49632	0.49867	100.47	0.12238	2.0128	62.73
EjSP-2015Non-restoration	2000.000	4	140.0000	1	6.2040	6.2333	100.47	0.88170	43.653	3.10
EjSP-2016Non-restoration	2000.000	4	140.0000	0	0.00000	20.679	100.29	2.9211	145.56	-
EL15-2013Non-restoration	2000.000	4	140.0000	0	0.00000	89.652	100.10	12.647	634.27	3.01
EL15-2014Non-restoration	9500.000	19	140.0000	0	0.00000	94.461	48.51	89.184	425.12	29.34
EL15-2015Non-restoration	9500.000	19	140.0000	0	0.00000	4.3535	100.29	1.0226	18.429	23.83
EL15-2016Non-restoration	9500.000	19	140.0000	0	0.00000	4.3535	100.29	1.0226	18.429	-
El24-2008Non-restoration	5991.000	6	140.0000	0	0.00000	-	-	-	-	-
El24-2009Non-restoration	5994.000	6	140.0000	0	0.00000	23.254	30.73	41.959	136.52	5.66
El24-2010Non-restoration	5994.000	6	140.0000	0	0.00000	27.093	24.61	68.810	176.12	6.09
El24-2011Non-restoration	5994.000	6	140.0000	0	0.00000	78.621	71.42	30.386	398.84	5.11
El24-2012Non-restoration	5994.000	6	140.0000	1	2.0701	2.0848	100.71	0.38606	11.100	5.18
El24-2013Non-restoration	7994.000	10	140.0000	0	0.00000	25.238	30.57	48.069	141.75	10.21
El24-2014Non-restoration	18500.00	37	140.0000	0	0.00000	18.384	22.91	54.895	117.32	45.30
El25-2014Non-restoration	13500.00	27	140.0000	2	1.8382	1.2871	70.02	0.62688	5.3902	27.04
El5b-2015Non-restoration	5500.000	11	140.0000	3	6.7680	3.5566	52.55	2.7823	16.463	10.72
El5b-2016Non-restoration	6000.000	12	140.0000	1	2.0680	2.0778	100.47	0.46249	9.2468	11.38
El5b-2016Restoration	3500.000	7	140.0000	0	0.00000	-	-	-	-	-
ElGr-2014Non-restoration	13500.00	27	140.0000	64	58.823	14.134	24.03	39.444	87.723	37.15
ElGr-2015Non-restoration	13500.00	27	140.0000	20	18.382	3.0837	16.78	13.915	24.284	58.28
ElMu-2014Non-restoration	12000.00	24	140.0000	8	8.2720	3.9401	47.63	3.8211	17.907	25.05
ElMu-2015Non-restoration	12500.00	25	140.0000	3	2.9779	1.6715	56.13	1.2190	7.2750	25.51
ElUn-2015Non-restoration	6000.000	12	140.0000	0	0.00000	12.438	22.62	37.097	81.507	13.93
ElUn-2016Non-restoration	6000.000	12	140.0000	1	2.0680	2.0778	100.47	0.46249	9.2468	12.13
Grgz-2015Non-restoration	2500.000	5	140.0000	0	0.00000	16.543	100.29	2.8022	97.115	-
HORM-2015Non-restoration	1500.000	3	140.0000	1	8.2720	8.3111	100.47	0.74345	92.037	955.46
LuBa-2015Non-restoration	5500.000	11	140.0000	1	2.2560	2.2667	100.47	0.49775	10.225	10.97
Mim-2014Non-restoration	49000.00	98	140.0000	0	0.00000	8.6345	15.54	43.021	71.726	164.73
Mim-2015Non-restoration	29500.00	59	140.0000	1	0.42061	0.42260	100.47	0.10414	1.6988	100.46
Mim-2016Non-restoration	39500.00	79	140.0000	1	0.31413	0.31561	100.47	0.78217E-01	1.2615	182.56
MIMB-2016Non-restoration	5000.000	10	140.0000	2	4.9632	4.9867	100.47	1.0767	22.878	9.17
MIMB-2016Restoration	5000.000	10	140.0000	3	7.4448	3.8594	51.84	3.0654	18.081	9.67
PDAl-2014Non-restoration	28000.00	56	140.0000	3	1.3294	0.76450	57.51	0.54408	3.2483	58.29
PDAl-2015Non-restoration	28000.00	56	140.0000	3	1.3294	0.76450	57.51	0.54408	3.2483	58.29
PDAl-2016Non-restoration	28000.00	56	140.0000	0	0.00000	-	-	-	-	-
PDAl-2016Restoration	13500.00	27	140.0000	1	0.91911	0.92346	100.47	0.22130	3.8172	26.97
Pena-2015Non-restoration	22500.00	45	140.0000	20	11.029	2.2873	20.74	7.8350	15.526	71.85
Pena-2016Non-restoration	22500.00	45	140.0000	3	1.6544	0.94701	57.24	0.67707	4.0425	46.66
Pena-2016Restoration	18500.00	37	140.0000	1	0.67070	0.67387	100.47	0.16380	2.7463	36.30
PEPO-2013Non-restoration	2000.000	4	140.0000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	140.0000	0	0.00000	-	-	-	-	-
Robl-2015Non-restoration	2000.000	4	140.0000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	140.0000	0	0.00000	189.70	102.55	27.133	1261.1	3.32
RUBE-2013Non-restoration	2000.000	4	140.0000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	140.0000	3	2.1896	1.2437	56.80	0.89613	5.3502	35.03
SLu2-2015Non-restoration	14500.00	29	140.0000	0	0.00000	2.8523	100.29	0.68842	11.751	34.27
SLui-2014Non-restoration	10500.00	21	140.0000	10	11.817	6.8650	58.09	4.6738	29.878	21.17
SLui-2015Non-restoration	15000.00	30	140.0000	9	7.4448	2.2328	29.99	4.5363	12.218	36.21
SLui-2016Non-restoration	16500.00	33	140.0000	4	3.0080	1.8172	60.41	1.1710	7.7265	33.73
SLui-2016Restoration	14500.00	29	140.0000	4	3.4229	2.0599	60.18	1.3316	8.7982	29.53
TiVe-2014Non-restoration	14500.00	29	140.0000	1	0.85572	0.85977	100.47	0.20680	3.5409	31.23
TiVe-2015Non-restoration	15000.00	30	140.0000	2	1.6544	1.1607	70.16	0.56540	4.8408	30.15
VENA-2015Non-restoration	3000.000	6	140.0000	1	4.1360	4.1556	100.47	0.77360	22.113	144.36

input\MESP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	152.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	152.0000	12	7.0004	2.3361	33.37	4.0597	12.071	48.69
Aguj-2015Non-restoration	22500.00	45	152.0000	20	11.408	2.1380	18.74	8.3682	15.552	67.16
AT-2014Non-restoration	8450.000	20	152.0000	47	71.385	11.658	16.33	54.257	93.920	33.89
AT-2015Non-restoration	6000.000	12	152.0000	18	38.502	4.9928	12.97	30.927	47.933	30.40
AT-2016Non-restoration	6000.000	12	152.0000	18	38.502	9.7369	25.29	24.818	59.731	13.73
AU-2014Non-restoration	75200.00	114	152.0000	123	20.992	3.2401	15.44	16.292	27.048	216.79
AU-2015Non-restoration	24500.00	49	152.0000	10	5.2384	1.5536	29.66	3.2233	8.5132	56.25
AU-2016Non-restoration	23500.00	47	152.0000	10	5.4613	2.2444	41.10	2.8168	10.588	49.89
AV-2015Non-restoration	21000.00	42	152.0000	39	23.835	2.3761	9.97	20.230	28.082	351.54
AV-2016Non-restoration	20500.00	41	152.0000	3	1.8782	1.0680	56.87	0.77093	4.5756	41.71
CaJa-2015Non-restoration	6000.000	12	152.0000	5	10.695	5.0308	47.04	4.8126	23.768	11.70
CaJa-2016Non-restoration	6000.000	12	152.0000	3	6.4170	4.6357	72.24	2.0095	20.492	11.29
Coy1-2014Non-restoration	7000.000	14	152.0000	0	0.00000	5.9084	100.29	1.3463	25.782	19.56
Coy1-2015Non-restoration	6500.000	13	152.0000	0	0.00000	27.097	71.41	12.305	117.01	14.85
Coy1-2016Non-restoration	6500.000	13	152.0000	3	5.9234	5.9433	100.34	1.3406	26.172	12.16
Coy2-2007Non-restoration	4005.000	4	152.0000	2	6.4090	3.7364	58.30	1.8309	22.435	3.12
Coy2-2008Non-restoration	6057.000	6	152.0000	3	6.3567	2.9019	45.65	2.6776	15.091	5.34
Coy2-2009Non-restoration	6032.000	6	152.0000	4	8.5107	4.3017	50.54	3.2906	22.012	5.27
Coy2-2010Non-restoration	6032.000	6	152.0000	8	17.021	6.4340	37.80	8.2709	35.030	5.51
Coy2-2011Non-restoration	6032.000	6	152.0000	2	4.2553	4.2488	99.85	0.80040	22.624	5.07
Coy2-2012Non-restoration	6032.000	6	152.0000	0	0.00000	8.6643	63.36	4.2719	43.770	5.15
Coy2-2013Non-restoration	6032.000	6	152.0000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	152.0000	1	1.5099	1.5150	100.34	0.35210	6.4747	39.79
Coy2-2015Non-restoration	8500.000	17	152.0000	5	7.5495	2.9886	39.59	3.8913	14.647	17.46
Coy2-2016Non-restoration	10500.00	21	152.0000	1	1.2223	1.2264	100.34	0.29004	5.1510	-
Dama-2014Non-restoration	10500.00	21	152.0000	2	2.4446	1.6967	69.41	0.83013	7.1989	20.57
Dama-2015Non-restoration	10500.00	21	152.0000	6	7.3338	2.6616	36.29	4.0097	13.414	22.21
Dama-2016Non-restoration	11500.00	23	152.0000	3	3.3480	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	152.0000	25	16.887	2.4336	14.41	13.303	21.437	80.39
EHpO-2016Non-restoration	25000.00	50	152.0000	88	45.176	9.8948	21.90	31.483	64.824	66.19
EjSP-2015Non-restoration	2000.000	4	152.0000	3	19.251	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	152.0000	0	0.00000	20.679	100.29	2.9211	145.56	-
EL15-2013Non-restoration	2000.000	4	152.0000	0	0.00000	89.652	100.10	12.647	634.27	3.01
EL15-2014Non-restoration	9500.000	19	152.0000	4	5.4038	3.1832	58.91	2.1015	13.895	18.72
EL15-2015Non-restoration	9500.000	19	152.0000	5	6.7548	2.7210	40.28	3.4582	13.194	19.59
EL15-2016Non-restoration	9500.000	19	152.0000	8	10.808	4.6115	42.67	5.3326	21.904	19.40
El24-2008Non-restoration	5991.000	6	152.0000	5	10.711	4.0555	37.86	5.1986	22.069	5.50
El24-2009Non-restoration	5994.000	6	152.0000	1	2.1412	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	152.0000	0	0.00000	27.093	24.61	68.810	176.12	6.09
El24-2011Non-restoration	5994.000	6	152.0000	1	2.1412	2.1496	100.40	0.40005	11.460	5.11
El24-2012Non-restoration	5994.000	6	152.0000	2	4.2823	2.7398	63.98	1.3265	13.824	5.17
El24-2013Non-restoration	7994.000	10	152.0000	1	1.6055	1.5684	97.69	0.35888	7.1821	10.21
El24-2014Non-restoration	18500.00	37	152.0000	0	0.00000	18.384	22.91	54.895	117.32	45.30
El25-2014Non-restoration	13500.00	27	152.0000	2	1.9013	1.3275	69.82	0.64976	5.5637	26.73
El5b-2015Non-restoration	5500.000	11	152.0000	6	14.001	4.2014	30.01	8.2859	23.657	11.68
El5b-2016Non-restoration	6000.000	12	152.0000	3	6.4170	3.3922	52.86	2.6414	15.589	11.55
El5b-2016Restoration	3500.000	7	152.0000	1	3.6669	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	152.0000	76	72.251	15.239	21.09	50.803	102.76	36.05
ElGr-2015Non-restoration	13500.00	27	152.0000	25	23.767	3.3410	14.06	18.813	30.025	59.40
ElMu-2014Non-restoration	12000.00	24	152.0000	17	18.182	5.8649	32.26	10.633	31.088	26.28
ElMu-2015Non-restoration	12500.00	25	152.0000	5	5.1336	2.1376	41.64	2.5955	10.154	25.97
ElUn-2015Non-restoration	6000.000	12	152.0000	4	8.5561	3.7151	43.42	4.0756	17.962	11.83
ElUn-2016Non-restoration	6000.000	12	152.0000	2	4.2780	2.9055	67.92	1.4196	12.892	11.33
Grgz-2015Non-restoration	2500.000	5	152.0000	5	25.668	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	152.0000	1	8.5561	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	152.0000	6	14.001	5.4434	38.88	7.1352	27.473	10.95
Mim-2014Non-restoration	49000.00	98	152.0000	37	9.6910	2.1409	22.09	6.7502	13.913	130.22
Mim-2015Non-restoration	29500.00	59	152.0000	28	12.182	2.0528	16.85	9.2264	16.083	99.15
Mim-2016Non-restoration	39500.00	79	152.0000	126	40.939	7.3721	18.01	30.448	55.044	123.66
MIMB-2016Non-restoration	5000.000	10	152.0000	2	5.1336	5.1508	100.34	1.1144	23.650	9.12
MIMB-2016Restoration	5000.000	10	152.0000	7	17.968	10.266	57.14	6.8125	47.389	9.38
PDAl-2014Non-restoration	28000.00	56	152.0000	6	2.7502	1.2746	46.35	1.3158	5.7481	58.60
PDAl-2015Non-restoration	28000.00	56	152.0000	4	1.8334	1.1158	60.86	0.71726	4.6866	57.05
PDAl-2016Non-restoration	28000.00	56	152.0000	1	0.45836	0.45990	100.34	0.11349	1.8512	-
PDAl-2016Restoration	13500.00	27	152.0000	2	1.9013	1.3275	69.82	0.64976	5.5637	26.73
Pena-2015Non-restoration	22500.00	45	152.0000	34	19.394	3.1543	16.26	14.820	25.378	78.78
Pena-2016Non-restoration	22500.00	45	152.0000	7	3.9928	1.4401	36.07	2.2215	7.1766	48.92
Pena-2016Restoration	18500.00	37	152.0000	2	1.3875	0.97402	70.20	0.47691	4.0365	37.00
PEPO-2013Non-restoration	2000.000	4	152.0000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	152.0000	0	0.00000	-	-	-	-	-
Robl-2015Non-restoration	2000.000	4	152.0000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	152.0000	0	0.00000	189.70	102.55	27.133	1261.1	3.32
RUBE-2013Non-restoration	2000.000	4	152.0000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	152.0000	5	3.7747	1.9428	51.47	1.6638	8.5637	34.74
SLu2-2015Non-restoration	14500.00	29	152.0000	4	3.5404	1.6977	47.95	1.6354	7.6646	29.71
SLui-2014Non-restoration	10500.00	21	152.0000	31	37.891	9.1511	24.15	25.238	56.888	25.54
SLui-2015Non-restoration	15000.00	30	152.0000	30	25.668	3.6758	14.32	20.236	32.559	63.84
SLui-2016Non-restoration	16500.00	33	152.0000	15	11.667	3.5011	30.01	7.1102	19.145	37.36
SLui-2016Restoration	14500.00	29	152.0000	10	8.8511	3.5119	39.68	4.6272	16.931	30.55
TiVe-2014Non-restoration	14500.00	29	152.0000	5	4.4255	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	152.0000	9	7.7004	2.2736	29.53	4.7230	12.555	34.04
VENA-2015Non-restoration	3000.000	6	152.0000	7	29.946	4.9318	16.47	22.173	40.445	165.51

input\NOHA_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	254.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	254.0000	4	0.84144	0.41191	48.95	0.38643	1.8322	45.65
Aguj-2015Non-restoration	22500.00	45	254.0000	4	0.82274	0.40309	48.99	0.37776	1.7919	46.71
AT-2014Non-restoration	8450.000	20	254.0000	0	0.00000	11.658	16.33	54.257	93.920	33.89
AT-2015Non-restoration	6000.000	12	254.0000	0	0.00000	4.9928	12.97	30.927	47.933	30.40
AT-2016Non-restoration	6000.000	12	254.0000	0	0.00000	9.7369	25.29	24.818	59.731	13.73
AU-2014Non-restoration	75200.00	114	254.0000	16	0.98467	0.26017	26.42	0.64044	1.5139	139.09
AU-2015Non-restoration	24500.00	49	254.0000	4	0.75558	0.37128	49.14	0.34666	1.6469	50.93
AU-2016Non-restoration	23500.00	47	254.0000	8	1.5755	0.52974	33.62	0.91075	2.7253	52.31
AV-2015Non-restoration	21000.00	42	254.0000	4	0.88151	0.43076	48.87	0.40502	1.9186	43.54
AV-2016Non-restoration	20500.00	41	254.0000	0	0.00000	1.0680	56.87	0.77093	4.5756	41.71
CaJa-2015Non-restoration	6000.000	12	254.0000	1	0.77132	0.77405	100.35	0.17261	3.4467	11.70
CaJa-2016Non-restoration	6000.000	12	254.0000	2	1.5426	1.0481	67.94	0.51180	4.6498	11.35
Coy1-2014Non-restoration	7000.000	14	254.0000	0	0.00000	5.9084	100.29	1.3463	25.782	19.56
Coy1-2015Non-restoration	6500.000	13	254.0000	0	0.00000	27.097	71.41	12.305	117.01	14.85
Coy1-2016Non-restoration	6500.000	13	254.0000	0	0.00000	5.9433	100.34	1.3406	26.172	12.16
Coy2-2007Non-restoration	4005.000	4	254.0000	2	2.3111	1.3487	58.36	0.66014	8.0908	3.13
Coy2-2008Non-restoration	6057.000	6	254.0000	1	0.76406	0.76836	100.56	0.14251	4.0966	5.34
Coy2-2009Non-restoration	6032.000	6	254.0000	0	0.00000	4.3017	50.54	3.2906	22.012	5.27
Coy2-2010Non-restoration	6032.000	6	254.0000	0	0.00000	6.4340	37.80	8.2709	35.030	5.51
Coy2-2011Non-restoration	6032.000	6	254.0000	0	0.00000	4.2488	99.85	0.80040	22.624	5.07
Coy2-2012Non-restoration	6032.000	6	254.0000	1	0.76723	0.77137	100.54	0.14314	4.1124	5.15
Coy2-2013Non-restoration	6032.000	6	254.0000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	254.0000	1	0.54446	0.54639	100.35	0.12695	2.3351	39.79
Coy2-2015Non-restoration	8500.000	17	254.0000	1	0.54446	0.54639	100.35	0.12695	2.3351	17.46
Coy2-2016Non-restoration	10500.00	21	254.0000	0	0.00000	1.2264	100.34	0.29004	5.1510	-
Dama-2014Non-restoration	10500.00	21	254.0000	0	0.00000	1.6967	69.41	0.83013	7.1989	20.57
Dama-2015Non-restoration	10500.00	21	254.0000	0	0.00000	2.6616	36.29	4.0097	13.414	22.21
Dama-2016Non-restoration	11500.00	23	254.0000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	254.0000	8	1.9486	0.64166	32.93	1.1360	3.3424	42.32
EHpO-2016Non-restoration	25000.00	50	254.0000	22	4.0726	0.82953	20.37	2.9102	5.6992	70.61
EjSP-2015Non-restoration	2000.000	4	254.0000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	254.0000	1	2.3140	2.3221	100.35	0.32819	16.315	-
EL15-2013Non-restoration	2000.000	4	254.0000	0	0.00000	89.652	100.10	12.647	634.27	3.01
EL15-2014Non-restoration	9500.000	19	254.0000	0	0.00000	3.1832	58.91	2.1015	13.895	18.72
EL15-2015Non-restoration	9500.000	19	254.0000	2	0.97430	0.67453	69.23	0.32975	2.8787	18.54
EL15-2016Non-restoration	9500.000	19	254.0000	1	0.48715	0.48887	100.35	0.11470	2.0691	19.40
El24-2008Non-restoration	5991.000	6	254.0000	2	1.5450	0.97848	63.33	0.48372	4.9345	5.18
El24-2009Non-restoration	5994.000	6	254.0000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	254.0000	0	0.00000	27.093	24.61	68.810	176.12	6.09
El24-2011Non-restoration	5994.000	6	254.0000	1	0.77209	0.77684	100.61	0.14392	4.1422	5.11
El24-2012Non-restoration	5994.000	6	254.0000	2	1.5442	0.99132	64.20	0.47693	4.9997	5.18
El24-2013Non-restoration	7994.000	10	254.0000	1	0.57893	0.56568	97.71	0.12940	2.5900	10.21
El24-2014Non-restoration	18500.00	37	254.0000	0	0.00000	18.384	22.91	54.895	117.32	45.30
El25-2014Non-restoration	13500.00	27	254.0000	0	0.00000	1.3275	69.82	0.64976	5.5637	26.73
El5b-2015Non-restoration	5500.000	11	254.0000	1	0.84144	0.84442	100.35	0.18576	3.8115	11.68
El5b-2016Non-restoration	6000.000	12	254.0000	7	5.3993	1.8432	34.14	2.9932	9.7394	12.47
El5b-2016Restoration	3500.000	7	254.0000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	254.0000	2	0.68562	0.47888	69.85	0.23424	2.0068	26.77
ElGr-2015Non-restoration	13500.00	27	254.0000	2	0.68562	0.47888	69.85	0.23424	2.0068	26.77
ElMu-2014Non-restoration	12000.00	24	254.0000	0	0.00000	5.8649	32.26	10.633	31.088	26.28
ElMu-2015Non-restoration	12500.00	25	254.0000	1	0.37023	0.37154	100.35	0.88847E-01	1.5428	25.97
ElUn-2015Non-restoration	6000.000	12	254.0000	0	0.00000	3.7151	43.42	4.0756	17.962	11.83
ElUn-2016Non-restoration	6000.000	12	254.0000	1	0.77132	0.77405	100.35	0.17261	3.4467	11.33
Grgz-2015Non-restoration	2500.000	5	254.0000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	254.0000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	254.0000	1	0.84144	0.84442	100.35	0.18576	3.8115	10.95
Mim-2014Non-restoration	49000.00	98	254.0000	19	1.7945	0.44372	24.73	1.1984	2.6871	123.20
Mim-2015Non-restoration	29500.00	59	254.0000	4	0.62752	0.31007	49.41	0.28750	1.3697	61.50
Mim-2016Non-restoration	39500.00	79	254.0000	34	3.9835	0.68194	17.12	3.0061	5.2789	131.17
MIMB-2016Non-restoration	5000.000	10	254.0000	0	0.00000	5.1508	100.34	1.1144	23.650	9.12
MIMB-2016Restoration	5000.000	10	254.0000	1	0.92559	0.92886	100.35	0.20090	4.2643	9.38
PDAl-2014Non-restoration	28000.00	56	254.0000	1	0.16528	0.16587	100.35	0.40918E-01	0.66765	58.60
PDAl-2015Non-restoration	28000.00	56	254.0000	1	0.16528	0.16587	100.35	0.40918E-01	0.66765	57.05
PDAl-2016Non-restoration	28000.00	56	254.0000	5	0.82642	0.36262	43.88	0.40990	1.6662	59.26
PDAl-2016Restoration	13500.00	27	254.0000	0	0.00000	1.3275	69.82	0.64976	5.5637	26.73
Pena-2015Non-restoration	22500.00	45	254.0000	3	0.61706	0.35192	57.03	0.25319	1.5039	45.98
Pena-2016Non-restoration	22500.00	45	254.0000	15	3.0853	0.96580	31.30	1.8486	5.1492	51.06
Pena-2016Restoration	18500.00	37	254.0000	1	0.25016	0.25104	100.35	0.61157E-01	1.0233	37.00
PEPO-2013Non-restoration	2000.000	4	254.0000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	254.0000	0	0.00000	-	-	-	-	-
Robl-2015Non-restoration	2000.000	4	254.0000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	254.0000	1	2.3140	2.3221	100.35	0.32819	16.315	3.32
RUBE-2013Non-restoration	2000.000	4	254.0000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	254.0000	0	0.00000	1.9428	51.47	1.6638	8.5637	34.74
SLu2-2015Non-restoration	14500.00	29	254.0000	1	0.31917	0.32030	100.35	0.77208E-01	1.3194	29.71
SLui-2014Non-restoration	10500.00	21	254.0000	1	0.44076	0.44231	100.35	0.10457	1.8577	25.54
SLui-2015Non-restoration	15000.00	30	254.0000	7	2.1597	0.74933	34.70	1.2205	3.8217	32.72
SLui-2016Non-restoration	16500.00	33	254.0000	6	1.6829	0.64678	38.43	0.89901	3.1503	35.29
SLui-2016Restoration	14500.00	29	254.0000	11	3.5108	1.0093	28.75	2.1796	5.6551	33.46
TiVe-2014Non-restoration	14500.00	29	254.0000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	254.0000	3	0.92559	0.52148	56.34	0.37978	2.2558	30.34
VENA-2015Non-restoration	3000.000	6	254.0000	0	0.00000	4.9318	16.47	22.173	40.445	165.51

input\CCSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	46.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	46.00000	0	0.00000	0.41191	48.95	0.38643	1.8322	45.65
Aguj-2015Non-restoration	22500.00	45	46.00000	1	4.3074	4.3374	100.70	1.0568	17.556	46.71
AT-2014Non-restoration	8450.000	20	46.00000	0	0.00000	11.658	16.33	54.257	93.920	33.89
AT-2015Non-restoration	6000.000	12	46.00000	0	0.00000	4.9928	12.97	30.927	47.933	30.40
AT-2016Non-restoration	6000.000	12	46.00000	0	0.00000	9.7369	25.29	24.818	59.731	13.73
AU-2014Non-restoration	75200.00	114	46.00000	12	15.465	5.6144	36.30	8.6367	27.693	140.63
AU-2015Non-restoration	24500.00	49	46.00000	0	0.00000	0.37128	49.14	0.34666	1.6469	50.93
AU-2016Non-restoration	23500.00	47	46.00000	0	0.00000	0.52974	33.62	0.91075	2.7253	52.31
AV-2015Non-restoration	21000.00	42	46.00000	6	27.690	12.906	46.61	13.159	58.270	46.80
AV-2016Non-restoration	20500.00	41	46.00000	0	0.00000	1.0680	56.87	0.77093	4.5756	41.71
CaJa-2015Non-restoration	6000.000	12	46.00000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.70
CaJa-2016Non-restoration	6000.000	12	46.00000	0	0.00000	1.0481	67.94	0.51180	4.6498	11.35
Coy1-2014Non-restoration	7000.000	14	46.00000	1	13.845	13.942	100.70	3.1558	60.742	19.56
Coy1-2015Non-restoration	6500.000	13	46.00000	5	74.551	36.061	48.37	33.185	167.48	13.57
Coy1-2016Non-restoration	6500.000	13	46.00000	6	89.461	37.035	41.40	44.437	180.11	14.22
Coy2-2007Non-restoration	4005.000	4	46.00000	1	24.199	24.369	100.70	3.4516	169.66	3.13
Coy2-2008Non-restoration	6057.000	6	46.00000	2	32.001	20.674	64.60	9.9024	103.42	5.35
Coy2-2009Non-restoration	6032.000	6	46.00000	0	0.00000	4.3017	50.54	3.2906	22.012	5.27
Coy2-2010Non-restoration	6032.000	6	46.00000	2	32.134	20.719	64.48	9.9637	103.64	5.35
Coy2-2011Non-restoration	6032.000	6	46.00000	0	0.00000	4.2488	99.85	0.80040	22.624	5.07
Coy2-2012Non-restoration	6032.000	6	46.00000	0	0.00000	0.77137	100.54	0.14314	4.1124	5.15
Coy2-2013Non-restoration	6032.000	6	46.00000	0	0.00000	41.966	102.63	7.6681	218.03	5.53
Coy2-2014Non-restoration	8500.000	17	46.00000	5	57.010	46.803	82.10	16.333	198.98	16.68
Coy2-2015Non-restoration	8500.000	17	46.00000	7	79.814	25.647	32.13	46.559	136.82	21.37
Coy2-2016Non-restoration	10500.00	21	46.00000	2	18.460	12.909	69.93	6.2363	54.645	21.19
Dama-2014Non-restoration	10500.00	21	46.00000	0	0.00000	1.6967	69.41	0.83013	7.1989	20.57
Dama-2015Non-restoration	10500.00	21	46.00000	4	36.921	22.082	59.81	14.275	95.489	21.66
Dama-2016Non-restoration	11500.00	23	46.00000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	46.00000	0	0.00000	0.64166	32.93	1.1360	3.3424	42.32
EHpO-2016Non-restoration	25000.00	50	46.00000	0	0.00000	0.82953	20.37	2.9102	5.6992	70.61
EjSP-2015Non-restoration	2000.000	4	46.00000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	46.00000	0	0.00000	2.3221	100.35	0.32819	16.315	-
EL15-2013Non-restoration	2000.000	4	46.00000	0	0.00000	89.652	100.10	12.647	634.27	3.01
